sample	cancer_type	sample_type	expression
TCGA-D5-6530-01	COAD	Primary Tumor	5.69
TCGA-D5-6531-01	COAD	Primary Tumor	5.66
TCGA-D5-6532-01	COAD	Primary Tumor	6.23
TCGA-D5-6533-01	COAD	Primary Tumor	6.45
TCGA-D5-6534-01	COAD	Primary Tumor	5.7
TCGA-D5-6535-01	COAD	Primary Tumor	6.04
TCGA-D5-6536-01	COAD	Primary Tumor	5.92
TCGA-D5-6537-01	COAD	Primary Tumor	5.3
TCGA-D5-6538-01	COAD	Primary Tumor	6.2
TCGA-D5-6539-01	COAD	Primary Tumor	5.93
TCGA-D5-6540-01	COAD	Primary Tumor	5.3
TCGA-D5-6541-01	COAD	Primary Tumor	5.35
TCGA-D5-6898-01	COAD	Primary Tumor	6.19
TCGA-D5-6920-01	COAD	Primary Tumor	5.91
TCGA-D5-6922-01	COAD	Primary Tumor	6.43
TCGA-D5-6923-01	COAD	Primary Tumor	6.76
TCGA-D5-6924-01	COAD	Primary Tumor	6.36
TCGA-D5-6926-01	COAD	Primary Tumor	6.36
TCGA-D5-6927-01	COAD	Primary Tumor	6.47
TCGA-D5-6928-01	COAD	Primary Tumor	6.27
TCGA-D5-6929-01	COAD	Primary Tumor	6.3
TCGA-D5-6930-01	COAD	Primary Tumor	4.75
TCGA-D5-6931-01	COAD	Primary Tumor	5.76
TCGA-D5-6932-01	COAD	Primary Tumor	6.73
TCGA-D5-7000-01	COAD	Primary Tumor	6.28
TCGA-D6-6515-01	HNSC	Primary Tumor	6.77
TCGA-D6-6516-01	HNSC	Primary Tumor	7.54
TCGA-D6-6517-01	HNSC	Primary Tumor	7.05
TCGA-D6-6823-01	HNSC	Primary Tumor	6.64
TCGA-D6-6824-01	HNSC	Primary Tumor	6.79
TCGA-D6-6825-01	HNSC	Primary Tumor	7.34
TCGA-D6-6826-01	HNSC	Primary Tumor	6.9
TCGA-D6-6827-01	HNSC	Primary Tumor	5.89
TCGA-D6-8568-01	HNSC	Primary Tumor	7.32
TCGA-D6-8569-01	HNSC	Primary Tumor	6.62
TCGA-D6-A4Z9-01	HNSC	Primary Tumor	7.15
TCGA-D6-A4ZB-01	HNSC	Primary Tumor	6.39
TCGA-D6-A6EK-01	HNSC	Primary Tumor	6.08
TCGA-D6-A6EM-01	HNSC	Primary Tumor	7.64
TCGA-D6-A6EN-01	HNSC	Primary Tumor	7.3
TCGA-D6-A6EO-01	HNSC	Primary Tumor	4.06
TCGA-D6-A6EP-01	HNSC	Primary Tumor	6.22
TCGA-D6-A6EQ-01	HNSC	Primary Tumor	7.19
TCGA-D6-A6ES-01	HNSC	Primary Tumor	6.5
TCGA-D6-A74Q-01	HNSC	Primary Tumor	4.92
TCGA-D7-5577-01	STAD	Primary Tumor	5.23
TCGA-D7-5578-01	STAD	Primary Tumor	6.26
TCGA-D7-6518-01	STAD	Primary Tumor	7.1
TCGA-D7-6519-01	STAD	Primary Tumor	5.01
TCGA-D7-6520-01	STAD	Primary Tumor	4.59
TCGA-D7-6521-01	STAD	Primary Tumor	5.79
TCGA-D7-6522-01	STAD	Primary Tumor	6.16
TCGA-D7-6524-01	STAD	Primary Tumor	5.88
TCGA-D7-6525-01	STAD	Primary Tumor	5.15
TCGA-D7-6526-01	STAD	Primary Tumor	5.96
TCGA-D7-6527-01	STAD	Primary Tumor	6.42
TCGA-D7-6528-01	STAD	Primary Tumor	6.61
TCGA-D7-6815-01	STAD	Primary Tumor	6.11
TCGA-D7-6817-01	STAD	Primary Tumor	5.64
TCGA-D7-6818-01	STAD	Primary Tumor	6.19
TCGA-D7-6820-01	STAD	Primary Tumor	6.66
TCGA-D7-6822-01	STAD	Primary Tumor	6.48
TCGA-D7-8570-01	STAD	Primary Tumor	6.13
TCGA-D7-8572-01	STAD	Primary Tumor	6.19
TCGA-D7-8573-01	STAD	Primary Tumor	5.37
TCGA-D7-8574-01	STAD	Primary Tumor	6.07
TCGA-D7-8575-01	STAD	Primary Tumor	6.11
TCGA-D7-8576-01	STAD	Primary Tumor	5.58
TCGA-D7-8578-01	STAD	Primary Tumor	5.75
TCGA-D7-8579-01	STAD	Primary Tumor	7.44
TCGA-D7-A4YT-01	STAD	Primary Tumor	5.74
TCGA-D7-A4YU-01	STAD	Primary Tumor	6.16
TCGA-D7-A4YV-01	STAD	Primary Tumor	6.04
TCGA-D7-A4YX-01	STAD	Primary Tumor	5
TCGA-D7-A4YY-01	STAD	Primary Tumor	5.26
TCGA-D7-A4Z0-01	STAD	Primary Tumor	5.99
TCGA-D7-A6EV-01	STAD	Primary Tumor	5.15
TCGA-D7-A6EX-01	STAD	Primary Tumor	5.8
TCGA-D7-A6EY-01	STAD	Primary Tumor	6.03
TCGA-D7-A6EZ-01	STAD	Primary Tumor	5.56
TCGA-D7-A6F0-01	STAD	Primary Tumor	5
TCGA-D7-A6F2-01	STAD	Primary Tumor	5.86
TCGA-D7-A747-01	STAD	Primary Tumor	7.8
TCGA-D7-A748-01	STAD	Primary Tumor	5.01
TCGA-D7-A74A-01	STAD	Primary Tumor	5.48
TCGA-D8-A13Y-01	BRCA	Primary Tumor	6.37
TCGA-D8-A13Z-01	BRCA	Primary Tumor	4.72
TCGA-D8-A140-01	BRCA	Primary Tumor	5.45
TCGA-D8-A141-01	BRCA	Primary Tumor	6.77
TCGA-D8-A142-01	BRCA	Primary Tumor	5.93
TCGA-D8-A143-01	BRCA	Primary Tumor	5.25
TCGA-D8-A145-01	BRCA	Primary Tumor	6.23
TCGA-D8-A146-01	BRCA	Primary Tumor	5.87
TCGA-D8-A147-01	BRCA	Primary Tumor	6.05
TCGA-D8-A1J8-01	BRCA	Primary Tumor	6.4
TCGA-D8-A1J9-01	BRCA	Primary Tumor	6.78
TCGA-D8-A1JA-01	BRCA	Primary Tumor	5.97
TCGA-D8-A1JB-01	BRCA	Primary Tumor	6.33
TCGA-D8-A1JC-01	BRCA	Primary Tumor	5.33
TCGA-D8-A1JD-01	BRCA	Primary Tumor	5.74
TCGA-D8-A1JE-01	BRCA	Primary Tumor	6.57
TCGA-D8-A1JF-01	BRCA	Primary Tumor	6.22
TCGA-D8-A1JG-01	BRCA	Primary Tumor	6.02
TCGA-D8-A1JH-01	BRCA	Primary Tumor	5.67
TCGA-D8-A1JI-01	BRCA	Primary Tumor	6.25
TCGA-D8-A1JJ-01	BRCA	Primary Tumor	4.93
TCGA-D8-A1JK-01	BRCA	Primary Tumor	5.08
TCGA-D8-A1JL-01	BRCA	Primary Tumor	5.98
TCGA-D8-A1JM-01	BRCA	Primary Tumor	4.84
TCGA-D8-A1JN-01	BRCA	Primary Tumor	6.2
TCGA-D8-A1JP-01	BRCA	Primary Tumor	5.19
TCGA-D8-A1JS-01	BRCA	Primary Tumor	5.52
TCGA-D8-A1JT-01	BRCA	Primary Tumor	5.66
TCGA-D8-A1JU-01	BRCA	Primary Tumor	6.19
TCGA-D8-A1X5-01	BRCA	Primary Tumor	5.2
TCGA-D8-A1X6-01	BRCA	Primary Tumor	5.15
TCGA-D8-A1X7-01	BRCA	Primary Tumor	5.45
TCGA-D8-A1X8-01	BRCA	Primary Tumor	6.52
TCGA-D8-A1X9-01	BRCA	Primary Tumor	5.91
TCGA-D8-A1XA-01	BRCA	Primary Tumor	5.12
TCGA-D8-A1XB-01	BRCA	Primary Tumor	6.12
TCGA-D8-A1XC-01	BRCA	Primary Tumor	6.29
TCGA-D8-A1XD-01	BRCA	Primary Tumor	5.74
TCGA-D8-A1XF-01	BRCA	Primary Tumor	6.39
TCGA-D8-A1XG-01	BRCA	Primary Tumor	6.04
TCGA-D8-A1XJ-01	BRCA	Primary Tumor	5.92
TCGA-D8-A1XK-01	BRCA	Primary Tumor	4.88
TCGA-D8-A1XL-01	BRCA	Primary Tumor	6.38
TCGA-D8-A1XM-01	BRCA	Primary Tumor	6.29
TCGA-D8-A1XO-01	BRCA	Primary Tumor	6.2
TCGA-D8-A1XQ-01	BRCA	Primary Tumor	5.02
TCGA-D8-A1XR-01	BRCA	Primary Tumor	6.57
TCGA-D8-A1XS-01	BRCA	Primary Tumor	5.89
TCGA-D8-A1XT-01	BRCA	Primary Tumor	5.66
TCGA-D8-A1XU-01	BRCA	Primary Tumor	5.99
TCGA-D8-A1XV-01	BRCA	Primary Tumor	6.13
TCGA-D8-A1XW-01	BRCA	Primary Tumor	6.04
TCGA-D8-A1XY-01	BRCA	Primary Tumor	5.55
TCGA-D8-A1XZ-01	BRCA	Primary Tumor	6.11
TCGA-D8-A1Y0-01	BRCA	Primary Tumor	5.97
TCGA-D8-A1Y1-01	BRCA	Primary Tumor	6.73
TCGA-D8-A1Y2-01	BRCA	Primary Tumor	5.76
TCGA-D8-A1Y3-01	BRCA	Primary Tumor	6.3
TCGA-D8-A27E-01	BRCA	Primary Tumor	6.55
TCGA-D8-A27F-01	BRCA	Primary Tumor	4.63
TCGA-D8-A27G-01	BRCA	Primary Tumor	5.74
TCGA-D8-A27H-01	BRCA	Primary Tumor	5.07
TCGA-D8-A27I-01	BRCA	Primary Tumor	6.17
TCGA-D8-A27K-01	BRCA	Primary Tumor	6.34
TCGA-D8-A27L-01	BRCA	Primary Tumor	6.15
TCGA-D8-A27M-01	BRCA	Primary Tumor	5.78
TCGA-D8-A27N-01	BRCA	Primary Tumor	5.32
TCGA-D8-A27P-01	BRCA	Primary Tumor	5.81
TCGA-D8-A27R-01	BRCA	Primary Tumor	5.42
TCGA-D8-A27T-01	BRCA	Primary Tumor	6.2
TCGA-D8-A27V-01	BRCA	Primary Tumor	6.74
TCGA-D8-A27W-01	BRCA	Primary Tumor	5.58
TCGA-D8-A3Z5-01	BRCA	Primary Tumor	6.62
TCGA-D8-A3Z6-01	BRCA	Primary Tumor	6.38
TCGA-D8-A4Z1-01	BRCA	Primary Tumor	6.37
TCGA-D8-A73U-01	BRCA	Primary Tumor	6.1
TCGA-D8-A73W-01	BRCA	Primary Tumor	6.02
TCGA-D8-A73X-01	BRCA	Primary Tumor	5.9
TCGA-DD-A113-01	LIHC	Primary Tumor	5.39
TCGA-DD-A113-11	LIHC	Solid Tissue Normal	6.69
TCGA-DD-A114-01	LIHC	Primary Tumor	5.69
TCGA-DD-A114-11	LIHC	Solid Tissue Normal	5.75
TCGA-DD-A115-01	LIHC	Primary Tumor	5.41
TCGA-DD-A116-01	LIHC	Primary Tumor	5.83
TCGA-DD-A116-11	LIHC	Solid Tissue Normal	6.04
TCGA-DD-A118-01	LIHC	Primary Tumor	5.43
TCGA-DD-A118-11	LIHC	Solid Tissue Normal	6.51
TCGA-DD-A119-01	LIHC	Primary Tumor	6.12
TCGA-DD-A119-11	LIHC	Solid Tissue Normal	5.77
TCGA-DD-A11A-01	LIHC	Primary Tumor	5.17
TCGA-DD-A11A-11	LIHC	Solid Tissue Normal	6.59
TCGA-DD-A11B-01	LIHC	Primary Tumor	5.26
TCGA-DD-A11B-11	LIHC	Solid Tissue Normal	6.21
TCGA-DD-A11C-01	LIHC	Primary Tumor	4.81
TCGA-DD-A11C-11	LIHC	Solid Tissue Normal	5.88
TCGA-DD-A11D-01	LIHC	Primary Tumor	5.21
TCGA-DD-A11D-11	LIHC	Solid Tissue Normal	5.47
TCGA-DD-A1EA-01	LIHC	Primary Tumor	6.59
TCGA-DD-A1EB-01	LIHC	Primary Tumor	6
TCGA-DD-A1EB-11	LIHC	Solid Tissue Normal	6.05
TCGA-DD-A1EC-01	LIHC	Primary Tumor	5.71
TCGA-DD-A1EC-11	LIHC	Solid Tissue Normal	5.72
TCGA-DD-A1ED-01	LIHC	Primary Tumor	5.98
TCGA-DD-A1EE-01	LIHC	Primary Tumor	6.85
TCGA-DD-A1EE-11	LIHC	Solid Tissue Normal	5.89
TCGA-DD-A1EF-01	LIHC	Primary Tumor	4.07
TCGA-DD-A1EG-01	LIHC	Primary Tumor	5.86
TCGA-DD-A1EG-11	LIHC	Solid Tissue Normal	6.98
TCGA-DD-A1EH-01	LIHC	Primary Tumor	6.63
TCGA-DD-A1EH-11	LIHC	Solid Tissue Normal	5.87
TCGA-DD-A1EI-01	LIHC	Primary Tumor	5.91
TCGA-DD-A1EI-11	LIHC	Solid Tissue Normal	5.99
TCGA-DD-A1EJ-01	LIHC	Primary Tumor	6.63
TCGA-DD-A1EJ-11	LIHC	Solid Tissue Normal	5.71
TCGA-DD-A1EK-01	LIHC	Primary Tumor	4.71
TCGA-DD-A1EL-01	LIHC	Primary Tumor	6.55
TCGA-DD-A1EL-11	LIHC	Solid Tissue Normal	6.09
TCGA-DD-A39V-01	LIHC	Primary Tumor	6.78
TCGA-DD-A39V-11	LIHC	Solid Tissue Normal	6.21
TCGA-DD-A39W-01	LIHC	Primary Tumor	7.29
TCGA-DD-A39W-11	LIHC	Solid Tissue Normal	5.44
TCGA-DD-A39X-01	LIHC	Primary Tumor	5.58
TCGA-DD-A39X-11	LIHC	Solid Tissue Normal	6.28
TCGA-DD-A39Y-01	LIHC	Primary Tumor	5.89
TCGA-DD-A39Z-01	LIHC	Primary Tumor	6.42
TCGA-DD-A39Z-11	LIHC	Solid Tissue Normal	5.86
TCGA-DD-A3A1-01	LIHC	Primary Tumor	6.75
TCGA-DD-A3A1-11	LIHC	Solid Tissue Normal	6.37
TCGA-DD-A3A2-01	LIHC	Primary Tumor	6.13
TCGA-DD-A3A2-11	LIHC	Solid Tissue Normal	6.26
TCGA-DD-A3A3-01	LIHC	Primary Tumor	5.5
TCGA-DD-A3A3-11	LIHC	Solid Tissue Normal	6.28
TCGA-DD-A3A4-01	LIHC	Primary Tumor	5.83
TCGA-DD-A3A4-11	LIHC	Solid Tissue Normal	6.2
TCGA-DD-A3A5-01	LIHC	Primary Tumor	5.77
TCGA-DD-A3A5-11	LIHC	Solid Tissue Normal	6.23
TCGA-DD-A3A6-01	LIHC	Primary Tumor	5.28
TCGA-DD-A3A6-11	LIHC	Solid Tissue Normal	6.23
TCGA-DD-A3A7-01	LIHC	Primary Tumor	5.7
TCGA-DD-A3A8-01	LIHC	Primary Tumor	6.52
TCGA-DD-A3A8-11	LIHC	Solid Tissue Normal	5.64
TCGA-DD-A3A9-01	LIHC	Primary Tumor	5.17
TCGA-DD-A4NA-01	LIHC	Primary Tumor	5.61
TCGA-DD-A4NB-01	LIHC	Primary Tumor	6.16
TCGA-DD-A4ND-01	LIHC	Primary Tumor	6.35
TCGA-DD-A4NE-01	LIHC	Primary Tumor	4.82
TCGA-DD-A4NF-01	LIHC	Primary Tumor	6.9
TCGA-DD-A4NG-01	LIHC	Primary Tumor	5.55
TCGA-DD-A4NH-01	LIHC	Primary Tumor	6.37
TCGA-DD-A4NI-01	LIHC	Primary Tumor	6.16
TCGA-DD-A4NJ-01	LIHC	Primary Tumor	4.59
TCGA-DD-A4NK-01	LIHC	Primary Tumor	7.33
TCGA-DD-A4NL-01	LIHC	Primary Tumor	5.39
TCGA-DD-A4NN-01	LIHC	Primary Tumor	6.76
TCGA-DD-A4NO-01	LIHC	Primary Tumor	5.89
TCGA-DD-A4NP-01	LIHC	Primary Tumor	6.03
TCGA-DD-A4NQ-01	LIHC	Primary Tumor	5.45
TCGA-DD-A4NR-01	LIHC	Primary Tumor	6.42
TCGA-DD-A4NS-01	LIHC	Primary Tumor	6.81
TCGA-DD-A4NV-01	LIHC	Primary Tumor	6.1
TCGA-DD-A73A-01	LIHC	Primary Tumor	6.71
TCGA-DD-A73B-01	LIHC	Primary Tumor	5.82
TCGA-DD-A73C-01	LIHC	Primary Tumor	6.5
TCGA-DD-A73D-01	LIHC	Primary Tumor	6.77
TCGA-DD-A73E-01	LIHC	Primary Tumor	6.69
TCGA-DD-A73F-01	LIHC	Primary Tumor	5.66
TCGA-DD-A73G-01	LIHC	Primary Tumor	6.56
TCGA-DD-AA3A-01	LIHC	Primary Tumor	4.82
TCGA-DD-AAC8-01	LIHC	Primary Tumor	6.57
TCGA-DD-AAC9-01	LIHC	Primary Tumor	5.66
TCGA-DD-AACA-01	LIHC	Primary Tumor	6.67
TCGA-DD-AACB-01	LIHC	Primary Tumor	5.51
TCGA-DD-AACC-01	LIHC	Primary Tumor	6.11
TCGA-DD-AACD-01	LIHC	Primary Tumor	6.83
TCGA-DD-AACE-01	LIHC	Primary Tumor	5.04
TCGA-DD-AACF-01	LIHC	Primary Tumor	6.64
TCGA-DD-AACG-01	LIHC	Primary Tumor	5.87
TCGA-DD-AACH-01	LIHC	Primary Tumor	6.2
TCGA-DD-AACI-01	LIHC	Primary Tumor	4.93
TCGA-DD-AACJ-01	LIHC	Primary Tumor	6.23
TCGA-DD-AACK-01	LIHC	Primary Tumor	6.67
TCGA-DD-AACL-01	LIHC	Primary Tumor	6.1
TCGA-DD-AACN-01	LIHC	Primary Tumor	7.2
TCGA-DD-AACO-01	LIHC	Primary Tumor	6.05
TCGA-DD-AACP-01	LIHC	Primary Tumor	5.59
TCGA-DD-AACQ-01	LIHC	Primary Tumor	6.59
TCGA-DD-AACS-01	LIHC	Primary Tumor	4.95
TCGA-DD-AACT-01	LIHC	Primary Tumor	4.33
TCGA-DD-AACU-01	LIHC	Primary Tumor	5.08
TCGA-DD-AACV-01	LIHC	Primary Tumor	5.61
TCGA-DD-AACW-01	LIHC	Primary Tumor	6.67
TCGA-DD-AACX-01	LIHC	Primary Tumor	6.03
TCGA-DD-AACY-01	LIHC	Primary Tumor	7.75
TCGA-DD-AACZ-01	LIHC	Primary Tumor	5.88
TCGA-DD-AAD0-01	LIHC	Primary Tumor	6.5
TCGA-DD-AAD1-01	LIHC	Primary Tumor	6.37
TCGA-DD-AAD2-01	LIHC	Primary Tumor	5.75
TCGA-DD-AAD3-01	LIHC	Primary Tumor	5.65
TCGA-DD-AAD5-01	LIHC	Primary Tumor	5.57
TCGA-DD-AAD6-01	LIHC	Primary Tumor	5.73
TCGA-DD-AAD8-01	LIHC	Primary Tumor	5.09
TCGA-DD-AADA-01	LIHC	Primary Tumor	5.39
TCGA-DD-AADB-01	LIHC	Primary Tumor	6.81
TCGA-DD-AADC-01	LIHC	Primary Tumor	5.56
TCGA-DD-AADD-01	LIHC	Primary Tumor	5.27
TCGA-DD-AADF-01	LIHC	Primary Tumor	6.21
TCGA-DD-AADG-01	LIHC	Primary Tumor	6.75
TCGA-DD-AADI-01	LIHC	Primary Tumor	6.97
TCGA-DD-AADJ-01	LIHC	Primary Tumor	7.78
TCGA-DD-AADK-01	LIHC	Primary Tumor	5.78
TCGA-DD-AADL-01	LIHC	Primary Tumor	5.66
TCGA-DD-AADM-01	LIHC	Primary Tumor	6
TCGA-DD-AADN-01	LIHC	Primary Tumor	6.62
TCGA-DD-AADO-01	LIHC	Primary Tumor	5.58
TCGA-DD-AADP-01	LIHC	Primary Tumor	6.81
TCGA-DD-AADQ-01	LIHC	Primary Tumor	5.77
TCGA-DD-AADR-01	LIHC	Primary Tumor	4.95
TCGA-DD-AADS-01	LIHC	Primary Tumor	6.63
TCGA-DD-AADU-01	LIHC	Primary Tumor	6.3
TCGA-DD-AADV-01	LIHC	Primary Tumor	5.7
TCGA-DD-AADW-01	LIHC	Primary Tumor	6.51
TCGA-DD-AADY-01	LIHC	Primary Tumor	5.86
TCGA-DD-AAE0-01	LIHC	Primary Tumor	6.02
TCGA-DD-AAE1-01	LIHC	Primary Tumor	6.46
TCGA-DD-AAE2-01	LIHC	Primary Tumor	6.29
TCGA-DD-AAE3-01	LIHC	Primary Tumor	6.38
TCGA-DD-AAE4-01	LIHC	Primary Tumor	5.97
TCGA-DD-AAE6-01	LIHC	Primary Tumor	5.13
TCGA-DD-AAE7-01	LIHC	Primary Tumor	6.5
TCGA-DD-AAE9-01	LIHC	Primary Tumor	6.15
TCGA-DD-AAEA-01	LIHC	Primary Tumor	5.11
TCGA-DD-AAEB-01	LIHC	Primary Tumor	6.27
TCGA-DD-AAED-01	LIHC	Primary Tumor	3.93
TCGA-DD-AAEE-01	LIHC	Primary Tumor	5.91
TCGA-DD-AAEG-01	LIHC	Primary Tumor	5.55
TCGA-DD-AAEH-01	LIHC	Primary Tumor	5.78
TCGA-DD-AAEI-01	LIHC	Primary Tumor	5.99
TCGA-DD-AAEK-01	LIHC	Primary Tumor	4.58
TCGA-DD-AAVP-01	LIHC	Primary Tumor	6.78
TCGA-DD-AAVQ-01	LIHC	Primary Tumor	5.8
TCGA-DD-AAVR-01	LIHC	Primary Tumor	5.32
TCGA-DD-AAVS-01	LIHC	Primary Tumor	6.6
TCGA-DD-AAVU-01	LIHC	Primary Tumor	5.72
TCGA-DD-AAVV-01	LIHC	Primary Tumor	6.53
TCGA-DD-AAVW-01	LIHC	Primary Tumor	5.34
TCGA-DD-AAVX-01	LIHC	Primary Tumor	5.59
TCGA-DD-AAVY-01	LIHC	Primary Tumor	7.37
TCGA-DD-AAVZ-01	LIHC	Primary Tumor	5.61
TCGA-DD-AAW0-01	LIHC	Primary Tumor	5.61
TCGA-DD-AAW1-01	LIHC	Primary Tumor	6.6
TCGA-DD-AAW2-01	LIHC	Primary Tumor	6.72
TCGA-DD-AAW3-01	LIHC	Primary Tumor	6.71
TCGA-DE-A0XZ-01	THCA	Primary Tumor	5.36
TCGA-DE-A0Y2-01	THCA	Primary Tumor	5.81
TCGA-DE-A0Y3-01	THCA	Primary Tumor	6.45
TCGA-DE-A2OL-01	THCA	Primary Tumor	6.14
TCGA-DE-A3KN-01	THCA	Primary Tumor	5.43
TCGA-DE-A4M8-01	THCA	Primary Tumor	5.66
TCGA-DE-A4M9-01	THCA	Primary Tumor	5.98
TCGA-DE-A4MA-01	THCA	Primary Tumor	5.67
TCGA-DE-A4MB-01	THCA	Primary Tumor	4.96
TCGA-DE-A4MC-01	THCA	Primary Tumor	4.44
TCGA-DE-A4MD-01	THCA	Primary Tumor	5.13
TCGA-DE-A69J-01	THCA	Primary Tumor	5.73
TCGA-DE-A69K-01	THCA	Primary Tumor	5.99
TCGA-DE-A7U5-01	THCA	Primary Tumor	5.64
TCGA-DF-A2KN-01	UCEC	Primary Tumor	6.35
TCGA-DF-A2KR-01	UCEC	Primary Tumor	5.06
TCGA-DF-A2KS-01	UCEC	Primary Tumor	5.21
TCGA-DF-A2KU-01	UCEC	Primary Tumor	6.08
TCGA-DF-A2KV-01	UCEC	Primary Tumor	5.85
TCGA-DF-A2KY-01	UCEC	Primary Tumor	5.15
TCGA-DF-A2KZ-01	UCEC	Primary Tumor	5.4
TCGA-DF-A2L0-01	UCEC	Primary Tumor	6.88
TCGA-DI-A0WH-01	UCEC	Primary Tumor	5.71
TCGA-DI-A1BU-01	UCEC	Primary Tumor	4.92
TCGA-DI-A1BY-01	UCEC	Primary Tumor	5.34
TCGA-DI-A1C3-01	UCEC	Primary Tumor	5.24
TCGA-DI-A1NN-01	UCEC	Primary Tumor	5.7
TCGA-DI-A1NO-01	UCEC	Primary Tumor	6.3
TCGA-DI-A2QT-01	UCEC	Primary Tumor	6.83
TCGA-DI-A2QU-01	UCEC	Primary Tumor	5.11
TCGA-DI-A2QU-11	UCEC	Solid Tissue Normal	7.29
TCGA-DI-A2QY-01	UCEC	Primary Tumor	5.66
TCGA-DI-A2QY-11	UCEC	Solid Tissue Normal	6.08
TCGA-DJ-A13L-01	THCA	Primary Tumor	5.07
TCGA-DJ-A13M-01	THCA	Primary Tumor	6.08
TCGA-DJ-A13O-01	THCA	Primary Tumor	6.08
TCGA-DJ-A13P-01	THCA	Primary Tumor	5.77
TCGA-DJ-A13R-01	THCA	Primary Tumor	4.6
TCGA-DJ-A13S-01	THCA	Primary Tumor	5.01
TCGA-DJ-A13T-01	THCA	Primary Tumor	5.36
TCGA-DJ-A13U-01	THCA	Primary Tumor	5.51
TCGA-DJ-A13V-01	THCA	Primary Tumor	5.3
TCGA-DJ-A13W-01	THCA	Primary Tumor	5.01
TCGA-DJ-A13X-01	THCA	Primary Tumor	6.07
TCGA-DJ-A1QD-01	THCA	Primary Tumor	6.18
TCGA-DJ-A1QE-01	THCA	Primary Tumor	6.06
TCGA-DJ-A1QF-01	THCA	Primary Tumor	6.01
TCGA-DJ-A1QG-01	THCA	Primary Tumor	4.91
TCGA-DJ-A1QH-01	THCA	Primary Tumor	5.06
TCGA-DJ-A1QI-01	THCA	Primary Tumor	7.45
TCGA-DJ-A1QL-01	THCA	Primary Tumor	5.9
TCGA-DJ-A1QM-01	THCA	Primary Tumor	5.83
TCGA-DJ-A1QN-01	THCA	Primary Tumor	6.22
TCGA-DJ-A1QO-01	THCA	Primary Tumor	5.59
TCGA-DJ-A1QQ-01	THCA	Primary Tumor	5.91
TCGA-DJ-A2PN-01	THCA	Primary Tumor	6.24
TCGA-DJ-A2PO-01	THCA	Primary Tumor	5.61
TCGA-DJ-A2PP-01	THCA	Primary Tumor	5.43
TCGA-DJ-A2PQ-01	THCA	Primary Tumor	5.59
TCGA-DJ-A2PR-01	THCA	Primary Tumor	6.16
TCGA-DJ-A2PS-01	THCA	Primary Tumor	5.61
TCGA-DJ-A2PT-01	THCA	Primary Tumor	5.82
TCGA-DJ-A2PU-01	THCA	Primary Tumor	5.7
TCGA-DJ-A2PV-01	THCA	Primary Tumor	5.8
TCGA-DJ-A2PW-01	THCA	Primary Tumor	6.36
TCGA-DJ-A2PX-01	THCA	Primary Tumor	6.01
TCGA-DJ-A2PY-01	THCA	Primary Tumor	5.38
TCGA-DJ-A2PZ-01	THCA	Primary Tumor	5.66
TCGA-DJ-A2Q0-01	THCA	Primary Tumor	5.32
TCGA-DJ-A2Q1-01	THCA	Primary Tumor	4.64
TCGA-DJ-A2Q2-01	THCA	Primary Tumor	5.45
TCGA-DJ-A2Q3-01	THCA	Primary Tumor	5.91
TCGA-DJ-A2Q4-01	THCA	Primary Tumor	6.46
TCGA-DJ-A2Q5-01	THCA	Primary Tumor	5.68
TCGA-DJ-A2Q6-01	THCA	Primary Tumor	5.96
TCGA-DJ-A2Q7-01	THCA	Primary Tumor	5.69
TCGA-DJ-A2Q9-01	THCA	Primary Tumor	5.83
TCGA-DJ-A2QA-01	THCA	Primary Tumor	5.1
TCGA-DJ-A2QB-01	THCA	Primary Tumor	5.79
TCGA-DJ-A2QC-01	THCA	Primary Tumor	5.85
TCGA-DJ-A3UK-01	THCA	Primary Tumor	5.56
TCGA-DJ-A3UM-01	THCA	Primary Tumor	5.71
TCGA-DJ-A3UN-01	THCA	Primary Tumor	5.89
TCGA-DJ-A3UO-01	THCA	Primary Tumor	6.45
TCGA-DJ-A3UP-01	THCA	Primary Tumor	6.16
TCGA-DJ-A3UQ-01	THCA	Primary Tumor	5.76
TCGA-DJ-A3UR-01	THCA	Primary Tumor	5.83
TCGA-DJ-A3US-01	THCA	Primary Tumor	5.81
TCGA-DJ-A3UT-01	THCA	Primary Tumor	5.63
TCGA-DJ-A3UU-01	THCA	Primary Tumor	5.92
TCGA-DJ-A3UV-01	THCA	Primary Tumor	6.07
TCGA-DJ-A3UW-01	THCA	Primary Tumor	5.52
TCGA-DJ-A3UX-01	THCA	Primary Tumor	6.22
TCGA-DJ-A3UY-01	THCA	Primary Tumor	5.81
TCGA-DJ-A3UZ-01	THCA	Primary Tumor	5.86
TCGA-DJ-A3V0-01	THCA	Primary Tumor	5.61
TCGA-DJ-A3V2-01	THCA	Primary Tumor	5.11
TCGA-DJ-A3V3-01	THCA	Primary Tumor	5.79
TCGA-DJ-A3V4-01	THCA	Primary Tumor	5.65
TCGA-DJ-A3V5-01	THCA	Primary Tumor	6.16
TCGA-DJ-A3V6-01	THCA	Primary Tumor	5.14
TCGA-DJ-A3V7-01	THCA	Primary Tumor	4.99
TCGA-DJ-A3V8-01	THCA	Primary Tumor	5.94
TCGA-DJ-A3V9-01	THCA	Primary Tumor	6.21
TCGA-DJ-A3VA-01	THCA	Primary Tumor	6.25
TCGA-DJ-A3VB-01	THCA	Primary Tumor	5.3
