sample	cancer_type	sample_type	expression
TCGA-ET-A39P-01	THCA	Primary Tumor	5.03
TCGA-ET-A39R-01	THCA	Primary Tumor	5.48
TCGA-ET-A39S-01	THCA	Primary Tumor	5.87
TCGA-ET-A39T-01	THCA	Primary Tumor	5.46
TCGA-ET-A3BN-01	THCA	Primary Tumor	6.02
TCGA-ET-A3BO-01	THCA	Primary Tumor	5.7
TCGA-ET-A3BP-01	THCA	Primary Tumor	5.26
TCGA-ET-A3BQ-01	THCA	Primary Tumor	6.19
TCGA-ET-A3BS-01	THCA	Primary Tumor	5.53
TCGA-ET-A3BT-01	THCA	Primary Tumor	4.88
TCGA-ET-A3BU-01	THCA	Primary Tumor	6.11
TCGA-ET-A3BV-01	THCA	Primary Tumor	6.1
TCGA-ET-A3BW-01	THCA	Primary Tumor	5.61
TCGA-ET-A3BX-01	THCA	Primary Tumor	5.91
TCGA-ET-A3DO-01	THCA	Primary Tumor	6.1
TCGA-ET-A3DP-01	THCA	Primary Tumor	6.53
TCGA-ET-A3DP-11	THCA	Solid Tissue Normal	5.87
TCGA-ET-A3DQ-01	THCA	Primary Tumor	5.69
TCGA-ET-A3DR-01	THCA	Primary Tumor	6.13
TCGA-ET-A3DS-01	THCA	Primary Tumor	5.71
TCGA-ET-A3DT-01	THCA	Primary Tumor	5.85
TCGA-ET-A3DU-01	THCA	Primary Tumor	5.62
TCGA-ET-A3DV-01	THCA	Primary Tumor	5.85
TCGA-ET-A3DW-01	THCA	Primary Tumor	5.16
TCGA-ET-A3DW-11	THCA	Solid Tissue Normal	5.99
TCGA-ET-A40P-01	THCA	Primary Tumor	5.62
TCGA-ET-A40Q-01	THCA	Primary Tumor	5.51
TCGA-ET-A40R-01	THCA	Primary Tumor	6.28
TCGA-ET-A40S-01	THCA	Primary Tumor	5.73
TCGA-ET-A40T-01	THCA	Primary Tumor	5.97
TCGA-ET-A4KN-01	THCA	Primary Tumor	5.97
TCGA-ET-A4KQ-01	THCA	Primary Tumor	6.1
TCGA-EU-5904-01	KIRC	Primary Tumor	6.23
TCGA-EU-5905-01	KIRC	Primary Tumor	5.85
TCGA-EU-5906-01	KIRC	Primary Tumor	6.13
TCGA-EU-5907-01	KIRC	Primary Tumor	6.27
TCGA-EV-5901-01	KIRP	Primary Tumor	6.72
TCGA-EV-5902-01	KIRP	Primary Tumor	5.67
TCGA-EV-5903-01	KIRP	Primary Tumor	6.36
TCGA-EW-A1IW-01	BRCA	Primary Tumor	6.06
TCGA-EW-A1IX-01	BRCA	Primary Tumor	6.17
TCGA-EW-A1IY-01	BRCA	Primary Tumor	6.13
TCGA-EW-A1IZ-01	BRCA	Primary Tumor	5.56
TCGA-EW-A1J1-01	BRCA	Primary Tumor	6.32
TCGA-EW-A1J2-01	BRCA	Primary Tumor	6.03
TCGA-EW-A1J3-01	BRCA	Primary Tumor	4.69
TCGA-EW-A1J5-01	BRCA	Primary Tumor	5.86
TCGA-EW-A1J6-01	BRCA	Primary Tumor	4.97
TCGA-EW-A1OV-01	BRCA	Primary Tumor	5.61
TCGA-EW-A1OW-01	BRCA	Primary Tumor	5.32
TCGA-EW-A1OX-01	BRCA	Primary Tumor	5.68
TCGA-EW-A1OY-01	BRCA	Primary Tumor	5.18
TCGA-EW-A1OZ-01	BRCA	Primary Tumor	5.5
TCGA-EW-A1P0-01	BRCA	Primary Tumor	5.77
TCGA-EW-A1P1-01	BRCA	Primary Tumor	6.19
TCGA-EW-A1P3-01	BRCA	Primary Tumor	5.17
TCGA-EW-A1P4-01	BRCA	Primary Tumor	4.82
TCGA-EW-A1P5-01	BRCA	Primary Tumor	5.64
TCGA-EW-A1P6-01	BRCA	Primary Tumor	6.02
TCGA-EW-A1P7-01	BRCA	Primary Tumor	5.55
TCGA-EW-A1P8-01	BRCA	Primary Tumor	6.24
TCGA-EW-A1PA-01	BRCA	Primary Tumor	5.65
TCGA-EW-A1PB-01	BRCA	Primary Tumor	6.03
TCGA-EW-A1PC-01	BRCA	Primary Tumor	5.31
TCGA-EW-A1PD-01	BRCA	Primary Tumor	6.19
TCGA-EW-A1PE-01	BRCA	Primary Tumor	5.85
TCGA-EW-A1PF-01	BRCA	Primary Tumor	6.08
TCGA-EW-A1PG-01	BRCA	Primary Tumor	6.95
TCGA-EW-A1PH-01	BRCA	Primary Tumor	5.55
TCGA-EW-A2FR-01	BRCA	Primary Tumor	5.96
TCGA-EW-A2FS-01	BRCA	Primary Tumor	4.94
TCGA-EW-A2FV-01	BRCA	Primary Tumor	5.7
TCGA-EW-A2FW-01	BRCA	Primary Tumor	5.86
TCGA-EW-A3E8-01	BRCA	Primary Tumor	5.91
TCGA-EW-A3U0-01	BRCA	Primary Tumor	5.58
TCGA-EW-A423-01	BRCA	Primary Tumor	5.53
TCGA-EW-A424-01	BRCA	Primary Tumor	6.27
TCGA-EW-A6S9-01	BRCA	Primary Tumor	5.81
TCGA-EW-A6SA-01	BRCA	Primary Tumor	4.36
TCGA-EW-A6SB-01	BRCA	Primary Tumor	5.36
TCGA-EW-A6SC-01	BRCA	Primary Tumor	5.51
TCGA-EW-A6SD-01	BRCA	Primary Tumor	6.63
TCGA-EY-A1GC-01	UCEC	Primary Tumor	5.31
TCGA-EY-A1GD-01	UCEC	Primary Tumor	5.48
TCGA-EY-A1GE-01	UCEC	Primary Tumor	6.32
TCGA-EY-A1GF-01	UCEC	Primary Tumor	5.62
TCGA-EY-A1GH-01	UCEC	Primary Tumor	5.77
TCGA-EY-A1GI-01	UCEC	Primary Tumor	5.81
TCGA-EY-A1GK-01	UCEC	Primary Tumor	5.71
TCGA-EY-A1GL-01	UCEC	Primary Tumor	5.3
TCGA-EY-A1GM-01	UCEC	Primary Tumor	5.46
TCGA-EY-A1GO-01	UCEC	Primary Tumor	5.57
TCGA-EY-A1GP-01	UCEC	Primary Tumor	5.69
TCGA-EY-A1GQ-01	UCEC	Primary Tumor	5.06
TCGA-EY-A1GR-01	UCEC	Primary Tumor	4.84
TCGA-EY-A1GS-01	UCEC	Primary Tumor	5.79
TCGA-EY-A1GT-01	UCEC	Primary Tumor	5.45
TCGA-EY-A1GU-01	UCEC	Primary Tumor	6.06
TCGA-EY-A1GV-01	UCEC	Primary Tumor	4.32
TCGA-EY-A1GW-01	UCEC	Primary Tumor	4.54
TCGA-EY-A1GX-01	UCEC	Primary Tumor	6.14
TCGA-EY-A1H0-01	UCEC	Primary Tumor	6.26
TCGA-EY-A210-01	UCEC	Primary Tumor	4.91
TCGA-EY-A212-01	UCEC	Primary Tumor	5.16
TCGA-EY-A214-01	UCEC	Primary Tumor	4.97
TCGA-EY-A215-01	UCEC	Primary Tumor	6.31
TCGA-EY-A2OM-01	UCEC	Primary Tumor	6.34
TCGA-EY-A2ON-01	UCEC	Primary Tumor	5.31
TCGA-EY-A2OO-01	UCEC	Primary Tumor	6.21
TCGA-EY-A2OP-01	UCEC	Primary Tumor	5.44
TCGA-EY-A2OQ-01	UCEC	Primary Tumor	5.57
TCGA-EY-A3L3-01	UCEC	Primary Tumor	6.74
TCGA-EY-A3QX-01	UCEC	Primary Tumor	6.14
TCGA-EY-A4KR-01	UCEC	Primary Tumor	5.16
TCGA-EY-A547-01	UCEC	Primary Tumor	5.79
TCGA-EY-A548-01	UCEC	Primary Tumor	5.82
TCGA-EY-A549-01	UCEC	Primary Tumor	6.43
TCGA-EY-A54A-01	UCEC	Primary Tumor	5.68
TCGA-EY-A5W2-01	UCEC	Primary Tumor	5.18
TCGA-EY-A72D-01	UCEC	Primary Tumor	5.56
TCGA-F1-6177-01	STAD	Primary Tumor	5.97
TCGA-F1-6874-01	STAD	Primary Tumor	6.08
TCGA-F1-6875-01	STAD	Primary Tumor	6.21
TCGA-F1-A448-01	STAD	Primary Tumor	5.39
TCGA-F1-A72C-01	STAD	Primary Tumor	4.55
TCGA-F4-6459-01	COAD	Primary Tumor	6.18
TCGA-F4-6460-01	COAD	Primary Tumor	6.5
TCGA-F4-6461-01	COAD	Primary Tumor	5.87
TCGA-F4-6463-01	COAD	Primary Tumor	5.3
TCGA-F4-6569-01	COAD	Primary Tumor	5.63
TCGA-F4-6570-01	COAD	Primary Tumor	5.58
TCGA-F4-6703-01	COAD	Primary Tumor	5.87
TCGA-F4-6704-01	COAD	Primary Tumor	6.52
TCGA-F4-6704-11	COAD	Solid Tissue Normal	7.07
TCGA-F4-6805-01	COAD	Primary Tumor	5.88
TCGA-F4-6806-01	COAD	Primary Tumor	6.22
TCGA-F4-6807-01	COAD	Primary Tumor	6.38
TCGA-F4-6808-01	COAD	Primary Tumor	5.5
TCGA-F4-6809-01	COAD	Primary Tumor	6.2
TCGA-F4-6854-01	COAD	Primary Tumor	6.73
TCGA-F4-6855-01	COAD	Primary Tumor	6.22
TCGA-F4-6856-01	COAD	Primary Tumor	6.03
TCGA-F4-6857-01	COAD	Primary Tumor	5.68
TCGA-F7-7848-01	HNSC	Primary Tumor	4.75
TCGA-F7-8298-01	HNSC	Primary Tumor	6.9
TCGA-F7-8489-01	HNSC	Primary Tumor	7.21
TCGA-F7-A50G-01	HNSC	Primary Tumor	7.65
TCGA-F7-A50I-01	HNSC	Primary Tumor	5.76
TCGA-F7-A50J-01	HNSC	Primary Tumor	6.45
TCGA-F7-A61S-01	HNSC	Primary Tumor	8.18
TCGA-F7-A61V-01	HNSC	Primary Tumor	5.97
TCGA-F7-A61W-01	HNSC	Primary Tumor	7.31
TCGA-F7-A620-01	HNSC	Primary Tumor	7.81
TCGA-F7-A622-01	HNSC	Primary Tumor	7.3
TCGA-F7-A623-01	HNSC	Primary Tumor	5.67
TCGA-F7-A624-01	HNSC	Primary Tumor	6.03
TCGA-F9-A4JJ-01	KIRP	Primary Tumor	5.54
TCGA-F9-A7Q0-01	KIRP	Primary Tumor	5.9
TCGA-F9-A7VF-01	KIRP	Primary Tumor	4.96
TCGA-F9-A8NY-01	KIRP	Primary Tumor	5.46
TCGA-F9-A97G-01	KIRP	Primary Tumor	5.63
TCGA-FC-7708-01	PRAD	Primary Tumor	5.99
TCGA-FC-7961-01	PRAD	Primary Tumor	6.17
TCGA-FC-A4JI-01	PRAD	Primary Tumor	5.74
TCGA-FC-A5OB-01	PRAD	Primary Tumor	5.2
TCGA-FC-A66V-01	PRAD	Primary Tumor	5.79
TCGA-FC-A6HD-01	PRAD	Primary Tumor	5.89
TCGA-FC-A8O0-01	PRAD	Primary Tumor	6.4
TCGA-FE-A22Z-01	THCA	Primary Tumor	5.47
TCGA-FE-A230-01	THCA	Primary Tumor	5.8
TCGA-FE-A231-01	THCA	Primary Tumor	4.2
TCGA-FE-A232-01	THCA	Primary Tumor	5.61
TCGA-FE-A233-01	THCA	Primary Tumor	6.32
TCGA-FE-A234-01	THCA	Primary Tumor	5.78
TCGA-FE-A235-01	THCA	Primary Tumor	5.85
TCGA-FE-A236-01	THCA	Primary Tumor	6
TCGA-FE-A237-01	THCA	Primary Tumor	5.66
TCGA-FE-A238-01	THCA	Primary Tumor	5.24
TCGA-FE-A239-01	THCA	Primary Tumor	4.82
TCGA-FE-A23A-01	THCA	Primary Tumor	6.08
TCGA-FE-A3PA-01	THCA	Primary Tumor	5.79
TCGA-FE-A3PB-01	THCA	Primary Tumor	5.21
TCGA-FE-A3PC-01	THCA	Primary Tumor	5.3
TCGA-FE-A3PD-01	THCA	Primary Tumor	5.84
TCGA-FI-A2CX-01	UCEC	Primary Tumor	5.84
TCGA-FI-A2CY-01	UCEC	Primary Tumor	4.23
TCGA-FI-A2D0-01	UCEC	Primary Tumor	6.25
TCGA-FI-A2D2-01	UCEC	Primary Tumor	5.33
TCGA-FI-A2D4-01	UCEC	Primary Tumor	5.83
TCGA-FI-A2D5-01	UCEC	Primary Tumor	6.24
TCGA-FI-A2D6-01	UCEC	Primary Tumor	5.23
TCGA-FI-A2EU-01	UCEC	Primary Tumor	5.46
TCGA-FI-A2EW-01	UCEC	Primary Tumor	4.64
TCGA-FI-A2EX-01	UCEC	Primary Tumor	5.73
TCGA-FI-A2EY-01	UCEC	Primary Tumor	5.39
TCGA-FI-A2F4-01	UCEC	Primary Tumor	6.81
TCGA-FI-A2F8-01	UCEC	Primary Tumor	5.22
TCGA-FI-A2F9-01	UCEC	Primary Tumor	5.93
TCGA-FI-A3PV-01	UCEC	Primary Tumor	5.32
TCGA-FI-A3PX-01	UCEC	Primary Tumor	4.36
TCGA-FK-A3S3-01	THCA	Primary Tumor	6.12
TCGA-FK-A3SB-01	THCA	Primary Tumor	5.63
TCGA-FK-A3SD-01	THCA	Primary Tumor	5.61
TCGA-FK-A3SE-01	THCA	Primary Tumor	5.19
TCGA-FK-A3SG-01	THCA	Primary Tumor	4.87
TCGA-FK-A3SH-01	THCA	Primary Tumor	5.58
TCGA-FK-A4UB-01	THCA	Primary Tumor	5.08
TCGA-FL-A1YF-11	UCEC	Solid Tissue Normal	5.99
TCGA-FL-A1YG-11	UCEC	Solid Tissue Normal	6.76
TCGA-FL-A1YH-11	UCEC	Solid Tissue Normal	5.48
TCGA-FL-A1YI-11	UCEC	Solid Tissue Normal	5.55
TCGA-FL-A1YL-11	UCEC	Solid Tissue Normal	6.54
TCGA-FL-A1YM-11	UCEC	Solid Tissue Normal	6.03
TCGA-FL-A1YN-11	UCEC	Solid Tissue Normal	6.43
TCGA-FL-A1YQ-11	UCEC	Solid Tissue Normal	6.24
TCGA-FL-A1YT-11	UCEC	Solid Tissue Normal	6.52
TCGA-FL-A1YU-11	UCEC	Solid Tissue Normal	6.23
TCGA-FL-A1YV-11	UCEC	Solid Tissue Normal	6.41
TCGA-FL-A3WE-11	UCEC	Solid Tissue Normal	6.32
TCGA-FP-7735-01	STAD	Primary Tumor	6.31
TCGA-FP-7735-11	STAD	Solid Tissue Normal	7.73
TCGA-FP-7829-01	STAD	Primary Tumor	4.93
TCGA-FP-7829-11	STAD	Solid Tissue Normal	8.27
TCGA-FP-7916-01	STAD	Primary Tumor	5.87
TCGA-FP-7998-01	STAD	Primary Tumor	6.16
TCGA-FP-8099-01	STAD	Primary Tumor	5.29
TCGA-FP-8209-01	STAD	Primary Tumor	8.06
TCGA-FP-8210-01	STAD	Primary Tumor	6.65
TCGA-FP-8211-01	STAD	Primary Tumor	4.43
TCGA-FP-8631-01	STAD	Primary Tumor	4.52
TCGA-FP-A4BE-01	STAD	Primary Tumor	5.87
TCGA-FP-A4BF-01	STAD	Primary Tumor	5.54
TCGA-FP-A8CX-01	STAD	Primary Tumor	6.1
TCGA-FP-A9TM-01	STAD	Primary Tumor	5.73
TCGA-FV-A23B-01	LIHC	Primary Tumor	7.18
TCGA-FV-A23B-11	LIHC	Solid Tissue Normal	6.42
TCGA-FV-A2QQ-01	LIHC	Primary Tumor	6.24
TCGA-FV-A2QR-01	LIHC	Primary Tumor	6.07
TCGA-FV-A2QR-11	LIHC	Solid Tissue Normal	6.52
TCGA-FV-A3I0-01	LIHC	Primary Tumor	4.47
TCGA-FV-A3I0-11	LIHC	Solid Tissue Normal	7.25
TCGA-FV-A3I1-01	LIHC	Primary Tumor	5.96
TCGA-FV-A3I1-11	LIHC	Solid Tissue Normal	6.38
TCGA-FV-A3R2-01	LIHC	Primary Tumor	5.18
TCGA-FV-A3R2-11	LIHC	Solid Tissue Normal	6.4
TCGA-FV-A3R3-01	LIHC	Primary Tumor	5.1
TCGA-FV-A495-01	LIHC	Primary Tumor	6.32
TCGA-FV-A496-01	LIHC	Primary Tumor	4.9
TCGA-FV-A4ZP-01	LIHC	Primary Tumor	7.16
TCGA-FV-A4ZQ-01	LIHC	Primary Tumor	5.62
TCGA-FY-A2QD-01	THCA	Primary Tumor	5.42
TCGA-FY-A3BL-01	THCA	Primary Tumor	5.35
TCGA-FY-A3I4-01	THCA	Primary Tumor	6.47
TCGA-FY-A3I5-01	THCA	Primary Tumor	6.67
TCGA-FY-A3NM-01	THCA	Primary Tumor	5.68
TCGA-FY-A3NN-01	THCA	Primary Tumor	5.74
TCGA-FY-A3NP-01	THCA	Primary Tumor	5.13
TCGA-FY-A3ON-01	THCA	Primary Tumor	5.63
TCGA-FY-A3R6-01	THCA	Primary Tumor	5.75
TCGA-FY-A3R7-01	THCA	Primary Tumor	6.13
TCGA-FY-A3R8-01	THCA	Primary Tumor	5.65
TCGA-FY-A3R9-01	THCA	Primary Tumor	5.67
TCGA-FY-A3RA-01	THCA	Primary Tumor	6.2
TCGA-FY-A3TY-01	THCA	Primary Tumor	5.94
TCGA-FY-A3TY-11	THCA	Solid Tissue Normal	6.29
TCGA-FY-A3W9-01	THCA	Primary Tumor	5.99
TCGA-FY-A3WA-01	THCA	Primary Tumor	5.87
TCGA-FY-A3YR-01	THCA	Primary Tumor	5.64
TCGA-FY-A40K-01	THCA	Primary Tumor	6.1
TCGA-FY-A40L-01	THCA	Primary Tumor	5.7
TCGA-FY-A40M-01	THCA	Primary Tumor	6.25
TCGA-FY-A40N-01	THCA	Primary Tumor	6.07
TCGA-FY-A4B0-01	THCA	Primary Tumor	5.37
TCGA-FY-A4B3-01	THCA	Primary Tumor	4.72
TCGA-FY-A4B4-01	THCA	Primary Tumor	6.13
TCGA-FY-A76V-01	THCA	Primary Tumor	5.99
TCGA-G3-A25S-01	LIHC	Primary Tumor	5.57
TCGA-G3-A25T-01	LIHC	Primary Tumor	5.07
TCGA-G3-A25U-01	LIHC	Primary Tumor	6.18
TCGA-G3-A25V-01	LIHC	Primary Tumor	6.15
TCGA-G3-A25X-01	LIHC	Primary Tumor	6.76
TCGA-G3-A25Y-01	LIHC	Primary Tumor	6.1
TCGA-G3-A25Z-01	LIHC	Primary Tumor	5.74
TCGA-G3-A3CG-01	LIHC	Primary Tumor	6.29
TCGA-G3-A3CH-01	LIHC	Primary Tumor	4.91
TCGA-G3-A3CH-11	LIHC	Solid Tissue Normal	5.83
TCGA-G3-A3CI-01	LIHC	Primary Tumor	5.6
TCGA-G3-A3CJ-01	LIHC	Primary Tumor	6.7
TCGA-G3-A3CK-01	LIHC	Primary Tumor	6.24
TCGA-G3-A5SI-01	LIHC	Primary Tumor	5.98
TCGA-G3-A5SJ-01	LIHC	Primary Tumor	6.34
TCGA-G3-A5SK-01	LIHC	Primary Tumor	4.93
TCGA-G3-A5SL-01	LIHC	Primary Tumor	6.66
TCGA-G3-A5SM-01	LIHC	Primary Tumor	5.88
TCGA-G3-A6UC-01	LIHC	Primary Tumor	6.43
TCGA-G3-A7M5-01	LIHC	Primary Tumor	5.6
TCGA-G3-A7M6-01	LIHC	Primary Tumor	5.63
TCGA-G3-A7M7-01	LIHC	Primary Tumor	5.63
TCGA-G3-A7M8-01	LIHC	Primary Tumor	5.68
TCGA-G3-A7M9-01	LIHC	Primary Tumor	5.99
TCGA-G3-AAUZ-01	LIHC	Primary Tumor	6.81
TCGA-G3-AAV0-01	LIHC	Primary Tumor	5.98
TCGA-G3-AAV1-01	LIHC	Primary Tumor	6.63
TCGA-G3-AAV2-01	LIHC	Primary Tumor	6.93
TCGA-G3-AAV3-01	LIHC	Primary Tumor	7.07
TCGA-G3-AAV4-01	LIHC	Primary Tumor	6.71
TCGA-G3-AAV5-01	LIHC	Primary Tumor	7.67
TCGA-G3-AAV6-01	LIHC	Primary Tumor	7.17
TCGA-G3-AAV7-01	LIHC	Primary Tumor	5.37
TCGA-G4-6293-01	COAD	Primary Tumor	5.76
TCGA-G4-6294-01	COAD	Primary Tumor	5.61
TCGA-G4-6295-01	COAD	Primary Tumor	4.79
TCGA-G4-6297-01	COAD	Primary Tumor	5.33
TCGA-G4-6298-01	COAD	Primary Tumor	6.3
TCGA-G4-6299-01	COAD	Primary Tumor	5.76
TCGA-G4-6302-01	COAD	Primary Tumor	7.2
TCGA-G4-6303-01	COAD	Primary Tumor	6.37
TCGA-G4-6304-01	COAD	Primary Tumor	6.18
TCGA-G4-6306-01	COAD	Primary Tumor	5.5
TCGA-G4-6307-01	COAD	Primary Tumor	5.73
TCGA-G4-6309-01	COAD	Primary Tumor	6.06
TCGA-G4-6310-01	COAD	Primary Tumor	6.86
TCGA-G4-6311-01	COAD	Primary Tumor	6.13
TCGA-G4-6314-01	COAD	Primary Tumor	6.54
TCGA-G4-6315-01	COAD	Primary Tumor	6.09
TCGA-G4-6317-01	COAD	Primary Tumor	5.72
TCGA-G4-6320-01	COAD	Primary Tumor	5.68
TCGA-G4-6321-01	COAD	Primary Tumor	5.39
TCGA-G4-6322-01	COAD	Primary Tumor	5.33
TCGA-G4-6323-01	COAD	Primary Tumor	5.86
TCGA-G4-6586-01	COAD	Primary Tumor	5.55
TCGA-G4-6588-01	COAD	Primary Tumor	5.7
TCGA-G4-6625-01	COAD	Primary Tumor	6.6
TCGA-G4-6626-01	COAD	Primary Tumor	6.66
TCGA-G4-6627-01	COAD	Primary Tumor	6.03
TCGA-G4-6628-01	COAD	Primary Tumor	5.56
TCGA-G6-A5PC-01	KIRC	Primary Tumor	5.21
TCGA-G6-A8L6-01	KIRC	Primary Tumor	5.2
TCGA-G6-A8L7-01	KIRC	Primary Tumor	5.03
TCGA-G6-A8L8-01	KIRC	Primary Tumor	6.47
TCGA-G7-6789-01	KIRP	Primary Tumor	4.99
TCGA-G7-6790-01	KIRP	Primary Tumor	6.17
TCGA-G7-6792-01	KIRP	Primary Tumor	5.95
TCGA-G7-6793-01	KIRP	Primary Tumor	4.86
TCGA-G7-6795-01	KIRP	Primary Tumor	4.96
TCGA-G7-6796-01	KIRP	Primary Tumor	5.05
TCGA-G7-6797-01	KIRP	Primary Tumor	6.64
TCGA-G7-7501-01	KIRP	Primary Tumor	4.92
TCGA-G7-7502-01	KIRP	Primary Tumor	6.11
TCGA-G7-A4TM-01	KIRP	Primary Tumor	5.71
TCGA-G7-A8LB-01	KIRP	Primary Tumor	3.42
TCGA-G7-A8LC-01	KIRP	Primary Tumor	4.75
TCGA-G7-A8LD-01	KIRP	Primary Tumor	5.73
TCGA-G7-A8LE-01	KIRP	Primary Tumor	6.33
TCGA-G9-6329-01	PRAD	Primary Tumor	6.57
TCGA-G9-6332-01	PRAD	Primary Tumor	6.11
TCGA-G9-6333-01	PRAD	Primary Tumor	5.94
TCGA-G9-6333-11	PRAD	Solid Tissue Normal	6.86
TCGA-G9-6336-01	PRAD	Primary Tumor	5.69
TCGA-G9-6338-01	PRAD	Primary Tumor	7.4
TCGA-G9-6339-01	PRAD	Primary Tumor	5.86
TCGA-G9-6342-01	PRAD	Primary Tumor	5.66
TCGA-G9-6342-11	PRAD	Solid Tissue Normal	5.83
TCGA-G9-6343-01	PRAD	Primary Tumor	6.23
TCGA-G9-6347-01	PRAD	Primary Tumor	7.32
TCGA-G9-6348-01	PRAD	Primary Tumor	5.78
TCGA-G9-6348-11	PRAD	Solid Tissue Normal	6.64
TCGA-G9-6351-01	PRAD	Primary Tumor	5.81
TCGA-G9-6351-11	PRAD	Solid Tissue Normal	6.11
TCGA-G9-6353-01	PRAD	Primary Tumor	6.66
TCGA-G9-6354-01	PRAD	Primary Tumor	6.18
TCGA-G9-6356-01	PRAD	Primary Tumor	6.36
TCGA-G9-6356-11	PRAD	Solid Tissue Normal	5.64
TCGA-G9-6361-01	PRAD	Primary Tumor	5.99
TCGA-G9-6362-01	PRAD	Primary Tumor	5.55
TCGA-G9-6362-11	PRAD	Solid Tissue Normal	6.47
TCGA-G9-6363-01	PRAD	Primary Tumor	5.13
TCGA-G9-6363-11	PRAD	Solid Tissue Normal	5.96
TCGA-G9-6364-01	PRAD	Primary Tumor	6.51
TCGA-G9-6365-01	PRAD	Primary Tumor	6.23
TCGA-G9-6365-11	PRAD	Solid Tissue Normal	5.73
TCGA-G9-6366-01	PRAD	Primary Tumor	5.78
TCGA-G9-6367-01	PRAD	Primary Tumor	6.42
TCGA-G9-6369-01	PRAD	Primary Tumor	5.31
TCGA-G9-6370-01	PRAD	Primary Tumor	6.32
TCGA-G9-6371-01	PRAD	Primary Tumor	5.47
TCGA-G9-6373-01	PRAD	Primary Tumor	6.41
TCGA-G9-6377-01	PRAD	Primary Tumor	6.19
TCGA-G9-6378-01	PRAD	Primary Tumor	6.39
TCGA-G9-6379-01	PRAD	Primary Tumor	6.39
TCGA-G9-6384-01	PRAD	Primary Tumor	6.33
TCGA-G9-6384-11	PRAD	Solid Tissue Normal	6.19
TCGA-G9-6385-01	PRAD	Primary Tumor	6.24
TCGA-G9-6494-01	PRAD	Primary Tumor	6.1
TCGA-G9-6496-01	PRAD	Primary Tumor	5.64
TCGA-G9-6496-11	PRAD	Solid Tissue Normal	6.28
TCGA-G9-6498-01	PRAD	Primary Tumor	5.6
TCGA-G9-6499-01	PRAD	Primary Tumor	5.96
TCGA-G9-6499-11	PRAD	Solid Tissue Normal	6.11
TCGA-G9-7509-01	PRAD	Primary Tumor	6.49
TCGA-G9-7510-01	PRAD	Primary Tumor	6.1
TCGA-G9-7519-01	PRAD	Primary Tumor	5.96
TCGA-G9-7521-01	PRAD	Primary Tumor	5.69
TCGA-G9-7522-01	PRAD	Primary Tumor	5.91
TCGA-G9-7523-01	PRAD	Primary Tumor	6.85
TCGA-G9-7525-01	PRAD	Primary Tumor	5.93
TCGA-G9-A9S0-01	PRAD	Primary Tumor	5.16
TCGA-G9-A9S4-01	PRAD	Primary Tumor	6.21
TCGA-G9-A9S7-01	PRAD	Primary Tumor	5.77
TCGA-GE-A2C6-01	THCA	Primary Tumor	5.51
TCGA-GE-A2C6-11	THCA	Solid Tissue Normal	5.66
TCGA-GI-A2C8-01	BRCA	Primary Tumor	6.03
TCGA-GI-A2C8-11	BRCA	Solid Tissue Normal	8.88
TCGA-GI-A2C9-01	BRCA	Primary Tumor	5.3
TCGA-GI-A2C9-11	BRCA	Solid Tissue Normal	6.22
TCGA-GJ-A3OU-01	LIHC	Primary Tumor	5.68
TCGA-GJ-A6C0-01	LIHC	Primary Tumor	4.15
TCGA-GJ-A9DB-01	LIHC	Primary Tumor	5.24
TCGA-GK-A6C7-01	KIRC	Primary Tumor	6.3
TCGA-GL-6846-01	KIRP	Primary Tumor	5.91
TCGA-GL-6846-11	KIRP	Solid Tissue Normal	6.06
TCGA-GL-7773-01	KIRP	Primary Tumor	6.45
TCGA-GL-7966-01	KIRP	Primary Tumor	6.54
TCGA-GL-7966-11	KIRP	Solid Tissue Normal	5.99
TCGA-GL-8500-01	KIRP	Primary Tumor	5.96
TCGA-GL-A4EM-01	KIRP	Primary Tumor	5.8
TCGA-GL-A59R-01	KIRP	Primary Tumor	5.87
TCGA-GL-A59R-11	KIRP	Solid Tissue Normal	5.84
TCGA-GL-A59T-01	KIRP	Primary Tumor	5.05
TCGA-GL-A9DC-01	KIRP	Primary Tumor	5.77
TCGA-GL-A9DD-01	KIRP	Primary Tumor	5.38
TCGA-GL-A9DE-01	KIRP	Primary Tumor	6.29
TCGA-GL-A9DE-11	KIRP	Solid Tissue Normal	6.19
TCGA-GM-A2D9-01	BRCA	Primary Tumor	5.69
TCGA-GM-A2DA-01	BRCA	Primary Tumor	5.87
TCGA-GM-A2DB-01	BRCA	Primary Tumor	4.95
TCGA-GM-A2DC-01	BRCA	Primary Tumor	4.65
TCGA-GM-A2DD-01	BRCA	Primary Tumor	5.75
TCGA-GM-A2DF-01	BRCA	Primary Tumor	4.73
TCGA-GM-A2DH-01	BRCA	Primary Tumor	5.8
TCGA-GM-A2DI-01	BRCA	Primary Tumor	5.6
TCGA-GM-A2DK-01	BRCA	Primary Tumor	6.03
TCGA-GM-A2DL-01	BRCA	Primary Tumor	5.97
TCGA-GM-A2DM-01	BRCA	Primary Tumor	5.76
TCGA-GM-A2DN-01	BRCA	Primary Tumor	5.41
TCGA-GM-A2DO-01	BRCA	Primary Tumor	4.68
TCGA-GM-A3NW-01	BRCA	Primary Tumor	6.45
TCGA-GM-A3NY-01	BRCA	Primary Tumor	5.64
